"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"world","1","0xacb3d8","0x60","compound","world.units","",""
"world","2","0xacb3d8","0x10","stl-vector","world.units.all","unit*",""
"world","2","0xacb3e8","0x40","static-array","world.units.other","world::anon3",""
"world","3","0xacb3e8","0x10","stl-vector","world.units.other[0]","unit*",""
"world","3","0xacb3f8","0x10","stl-vector","world.units.other[1]","unit*",""
"world","3","0xacb408","0x10","stl-vector","world.units.other[2]","unit*",""
"world","3","0xacb418","0x10","stl-vector","world.units.other[3]","unit*",""
"world","2","0xacb428","0x10","stl-vector","world.units.bad","unit*",""
"world","1","0xacb438","0x10","stl-vector","world.unk_13a1c","padding*",""
"world","1","0xacb448","0x10","stl-vector","world.art_images","art_image_collection*",""
"world","1","0xacb458","0x20","compound","world.nemesis","",""
"world","2","0xacb458","0x10","stl-vector","world.nemesis.all","nemesis_record*",""
"world","2","0xacb468","0x10","stl-vector","world.nemesis.bad","nemesis_record*",""
"world","1","0xacb478","0x550","compound","world.items","",""
"world","2","0xacb478","0x10","stl-vector","world.items.all","item*",""
"world","2","0xacb488","0x520","static-array","world.items.other","world::anon4",""
"world","3","0xacb488","0x10","stl-vector","world.items.other[ANY_FREE]","item*",""
"world","3","0xacb498","0x10","stl-vector","world.items.other[ANY_ARTIFACT]","item*",""
"world","3","0xacb4a8","0x10","stl-vector","world.items.other[WEAPON]","item*",""
"world","3","0xacb4b8","0x10","stl-vector","world.items.other[ANY_WEAPON]","item*",""
"world","3","0xacb4c8","0x10","stl-vector","world.items.other[ANY_TRUE_ARMOR]","item*",""
"world","3","0xacb4d8","0x10","stl-vector","world.items.other[ANY_ARMOR_HELM]","item*",""
"world","3","0xacb4e8","0x10","stl-vector","world.items.other[ANY_ARMOR_SHOES]","item*",""
"world","3","0xacb4f8","0x10","stl-vector","world.items.other[SHIELD]","item*",""
"world","3","0xacb508","0x10","stl-vector","world.items.other[ANY_ARMOR_GLOVES]","item*",""
"world","3","0xacb518","0x10","stl-vector","world.items.other[ANY_ARMOR_PANTS]","item*",""
"world","3","0xacb528","0x10","stl-vector","world.items.other[QUIVER]","item*",""
"world","3","0xacb538","0x10","stl-vector","world.items.other[BACKPACK]","item*",""
"world","3","0xacb548","0x10","stl-vector","world.items.other[AMMO]","item*",""
"world","3","0xacb558","0x10","stl-vector","world.items.other[WOOD]","item*",""
"world","3","0xacb568","0x10","stl-vector","world.items.other[STONE]","item*",""
"world","3","0xacb578","0x10","stl-vector","world.items.other[ROCK]","item*",""
"world","3","0xacb588","0x10","stl-vector","world.items.other[ANY_REFUSE]","item*",""
"world","3","0xacb598","0x10","stl-vector","world.items.other[ANY_GOOD_FOOD]","item*",""
"world","3","0xacb5a8","0x10","stl-vector","world.items.other[ANY_GENERIC22]","item*",""
"world","3","0xacb5b8","0x10","stl-vector","world.items.other[ANY_GENERIC23]","item*",""
"world","3","0xacb5c8","0x10","stl-vector","world.items.other[ANY_GENERIC24]","item*",""
"world","3","0xacb5d8","0x10","stl-vector","world.items.other[ANY_GENERIC25]","item*",""
"world","3","0xacb5e8","0x10","stl-vector","world.items.other[ANY_GENERIC26]","item*",""
"world","3","0xacb5f8","0x10","stl-vector","world.items.other[ANY_GENERIC27]","item*",""
"world","3","0xacb608","0x10","stl-vector","world.items.other[ANY_GENERIC28]","item*",""
"world","3","0xacb618","0x10","stl-vector","world.items.other[ANY_GENERIC29]","item*",""
"world","3","0xacb628","0x10","stl-vector","world.items.other[ANY_GENERIC30]","item*",""
"world","3","0xacb638","0x10","stl-vector","world.items.other[ANY_GENERIC31]","item*",""
"world","3","0xacb648","0x10","stl-vector","world.items.other[ANY_CAN_ROT]","item*",""
"world","3","0xacb658","0x10","stl-vector","world.items.other[ANY_MURDERED]","item*",""
"world","3","0xacb668","0x10","stl-vector","world.items.other[ANY_DEAD_DWARF]","item*",""
"world","3","0xacb678","0x10","stl-vector","world.items.other[ANY_GENERIC35]","item*",""
"world","3","0xacb688","0x10","stl-vector","world.items.other[ANY_GENERIC36]","item*",""
"world","3","0xacb698","0x10","stl-vector","world.items.other[ANY_GENERIC37]","item*",""
"world","3","0xacb6a8","0x10","stl-vector","world.items.other[ANY_GENERIC38]","item*",""
"world","3","0xacb6b8","0x10","stl-vector","world.items.other[DOOR]","item*",""
"world","3","0xacb6c8","0x10","stl-vector","world.items.other[FLOODGATE]","item*",""
"world","3","0xacb6d8","0x10","stl-vector","world.items.other[CAGE]","item*",""
"world","3","0xacb6e8","0x10","stl-vector","world.items.other[FLASK]","item*",""
"world","3","0xacb6f8","0x10","stl-vector","world.items.other[WINDOW]","item*",""
"world","3","0xacb708","0x10","stl-vector","world.items.other[GOBLET]","item*",""
"world","3","0xacb718","0x10","stl-vector","world.items.other[INSTRUMENT]","item*",""
"world","3","0xacb728","0x10","stl-vector","world.items.other[TOY]","item*",""
"world","3","0xacb738","0x10","stl-vector","world.items.other[BUCKET]","item*",""
"world","3","0xacb748","0x10","stl-vector","world.items.other[BARREL]","item*",""
"world","3","0xacb758","0x10","stl-vector","world.items.other[CHAIN]","item*",""
"world","3","0xacb768","0x10","stl-vector","world.items.other[ANIMALTRAP]","item*",""
"world","3","0xacb778","0x10","stl-vector","world.items.other[BED]","item*",""
"world","3","0xacb788","0x10","stl-vector","world.items.other[CHAIR]","item*",""
"world","3","0xacb798","0x10","stl-vector","world.items.other[COFFIN]","item*",""
"world","3","0xacb7a8","0x10","stl-vector","world.items.other[TABLE]","item*",""
"world","3","0xacb7b8","0x10","stl-vector","world.items.other[STATUE]","item*",""
"world","3","0xacb7c8","0x10","stl-vector","world.items.other[BOX]","item*",""
"world","3","0xacb7d8","0x10","stl-vector","world.items.other[BIN]","item*",""
"world","3","0xacb7e8","0x10","stl-vector","world.items.other[ARMORSTAND]","item*",""
"world","3","0xacb7f8","0x10","stl-vector","world.items.other[WEAPONRACK]","item*",""
"world","3","0xacb808","0x10","stl-vector","world.items.other[CABINET]","item*",""
"world","3","0xacb818","0x10","stl-vector","world.items.other[ANVIL]","item*",""
"world","3","0xacb828","0x10","stl-vector","world.items.other[CATAPULTPARTS]","item*",""
"world","3","0xacb838","0x10","stl-vector","world.items.other[BALLISTAPARTS]","item*",""
"world","3","0xacb848","0x10","stl-vector","world.items.other[SIEGEAMMO]","item*",""
"world","3","0xacb858","0x10","stl-vector","world.items.other[TRAPPARTS]","item*",""
"world","3","0xacb868","0x10","stl-vector","world.items.other[ANY_WEBS]","item*",""
"world","3","0xacb878","0x10","stl-vector","world.items.other[ANY_ITEM_FLAG_800]","item*",""
"world","3","0xacb888","0x10","stl-vector","world.items.other[DRINK]","item*",""
"world","3","0xacb898","0x10","stl-vector","world.items.other[ANY_DRINK]","item*",""
"world","3","0xacb8a8","0x10","stl-vector","world.items.other[LIQUID_MISC]","item*",""
"world","3","0xacb8b8","0x10","stl-vector","world.items.other[POWDER_ORGANIC]","item*",""
"world","3","0xacb8c8","0x10","stl-vector","world.items.other[ANY_GENERIC81]","item*",""
"world","3","0xacb8d8","0x10","stl-vector","world.items.other[ANY_GENERIC82]","item*",""
"world","3","0xacb8e8","0x10","stl-vector","world.items.other[VERMIN]","item*",""
"world","3","0xacb8f8","0x10","stl-vector","world.items.other[PET]","item*",""
"world","3","0xacb908","0x10","stl-vector","world.items.other[ANY_CRITTER]","item*",""
"world","3","0xacb918","0x10","stl-vector","world.items.other[COIN]","item*",""
"world","3","0xacb928","0x10","stl-vector","world.items.other[GLOB]","item*",""
"world","3","0xacb938","0x10","stl-vector","world.items.other[TRAPCOMP]","item*",""
"world","3","0xacb948","0x10","stl-vector","world.items.other[BAR]","item*",""
"world","3","0xacb958","0x10","stl-vector","world.items.other[SMALLGEM]","item*",""
"world","3","0xacb968","0x10","stl-vector","world.items.other[BLOCKS]","item*",""
"world","3","0xacb978","0x10","stl-vector","world.items.other[ROUGH]","item*",""
"world","3","0xacb988","0x10","stl-vector","world.items.other[ANY_CORPSE]","item*",""
"world","3","0xacb998","0x10","stl-vector","world.items.other[CORPSE]","item*",""
"world","2","0xacb9a8","0x10","stl-vector","world.items.bad","item*",""
"world","2","0xacb9b8","0x10","stl-vector","world.items.bad_tag","int32_t",""
"world","1","0xacb9c8","0x20","compound","world.artifacts","",""
"world","2","0xacb9c8","0x10","stl-vector","world.artifacts.all","artifact_record*",""
"world","2","0xacb9d8","0x10","stl-vector","world.artifacts.bad","artifact_record*",""
"world","1","0xacb9e8","0xc","df-linked-list","world.job_list","job_list_link",""
"world","1","0xacb9f4","0xc","df-linked-list","world.proj_list","proj_list_link",""
"world","1","0xacba00","0x410","compound","world.buildings","",""
"world","2","0xacba00","0x10","stl-vector","world.buildings.all","building*",""
"world","2","0xacba10","0x3f0","static-array","world.buildings.other","world::anon5",""
"world","3","0xacba10","0x10","stl-vector","world.buildings.other[0]","building*",""
"world","3","0xacba20","0x10","stl-vector","world.buildings.other[1]","building*",""
"world","3","0xacba30","0x10","stl-vector","world.buildings.other[2]","building*",""
"world","3","0xacba40","0x10","stl-vector","world.buildings.other[3]","building*",""
"world","3","0xacba50","0x10","stl-vector","world.buildings.other[4]","building*",""
"world","3","0xacba60","0x10","stl-vector","world.buildings.other[5]","building*",""
"world","3","0xacba70","0x10","stl-vector","world.buildings.other[6]","building*",""
"world","3","0xacba80","0x10","stl-vector","world.buildings.other[7]","building*",""
"world","3","0xacba90","0x10","stl-vector","world.buildings.other[8]","building*",""
"world","3","0xacbaa0","0x10","stl-vector","world.buildings.other[9]","building*",""
"world","3","0xacbab0","0x10","stl-vector","world.buildings.other[10]","building*",""
"world","3","0xacbac0","0x10","stl-vector","world.buildings.other[11]","building*",""
"world","3","0xacbad0","0x10","stl-vector","world.buildings.other[12]","building*",""
"world","3","0xacbae0","0x10","stl-vector","world.buildings.other[13]","building*",""
"world","3","0xacbaf0","0x10","stl-vector","world.buildings.other[14]","building*",""
"world","3","0xacbb00","0x10","stl-vector","world.buildings.other[15]","building*",""
"world","3","0xacbb10","0x10","stl-vector","world.buildings.other[16]","building*",""
"world","3","0xacbb20","0x10","stl-vector","world.buildings.other[17]","building*",""
"world","3","0xacbb30","0x10","stl-vector","world.buildings.other[18]","building*",""
"world","3","0xacbb40","0x10","stl-vector","world.buildings.other[19]","building*",""
"world","3","0xacbb50","0x10","stl-vector","world.buildings.other[20]","building*",""
"world","3","0xacbb60","0x10","stl-vector","world.buildings.other[21]","building*",""
"world","3","0xacbb70","0x10","stl-vector","world.buildings.other[22]","building*",""
"world","3","0xacbb80","0x10","stl-vector","world.buildings.other[23]","building*",""
"world","3","0xacbb90","0x10","stl-vector","world.buildings.other[24]","building*",""
"world","3","0xacbba0","0x10","stl-vector","world.buildings.other[25]","building*",""
"world","3","0xacbbb0","0x10","stl-vector","world.buildings.other[26]","building*",""
"world","3","0xacbbc0","0x10","stl-vector","world.buildings.other[27]","building*",""
"world","3","0xacbbd0","0x10","stl-vector","world.buildings.other[28]","building*",""
"world","3","0xacbbe0","0x10","stl-vector","world.buildings.other[29]","building*",""
"world","3","0xacbbf0","0x10","stl-vector","world.buildings.other[30]","building*",""
"world","3","0xacbc00","0x10","stl-vector","world.buildings.other[31]","building*",""
"world","3","0xacbc10","0x10","stl-vector","world.buildings.other[32]","building*",""
"world","3","0xacbc20","0x10","stl-vector","world.buildings.other[33]","building*",""
"world","3","0xacbc30","0x10","stl-vector","world.buildings.other[34]","building*",""
"world","3","0xacbc40","0x10","stl-vector","world.buildings.other[35]","building*",""
"world","3","0xacbc50","0x10","stl-vector","world.buildings.other[36]","building*",""
"world","3","0xacbc60","0x10","stl-vector","world.buildings.other[37]","building*",""
"world","3","0xacbc70","0x10","stl-vector","world.buildings.other[38]","building*",""
"world","3","0xacbc80","0x10","stl-vector","world.buildings.other[39]","building*",""
"world","3","0xacbc90","0x10","stl-vector","world.buildings.other[40]","building*",""
"world","3","0xacbca0","0x10","stl-vector","world.buildings.other[41]","building*",""
"world","3","0xacbcb0","0x10","stl-vector","world.buildings.other[42]","building*",""
"world","3","0xacbcc0","0x10","stl-vector","world.buildings.other[43]","building*",""
"world","3","0xacbcd0","0x10","stl-vector","world.buildings.other[44]","building*",""
"world","3","0xacbce0","0x10","stl-vector","world.buildings.other[45]","building*",""
"world","3","0xacbcf0","0x10","stl-vector","world.buildings.other[46]","building*",""
"world","3","0xacbd00","0x10","stl-vector","world.buildings.other[47]","building*",""
"world","3","0xacbd10","0x10","stl-vector","world.buildings.other[48]","building*",""
"world","3","0xacbd20","0x10","stl-vector","world.buildings.other[49]","building*",""
"world","3","0xacbd30","0x10","stl-vector","world.buildings.other[50]","building*",""
"world","3","0xacbd40","0x10","stl-vector","world.buildings.other[51]","building*",""
"world","3","0xacbd50","0x10","stl-vector","world.buildings.other[52]","building*",""
"world","3","0xacbd60","0x10","stl-vector","world.buildings.other[53]","building*",""
"world","3","0xacbd70","0x10","stl-vector","world.buildings.other[54]","building*",""
"world","3","0xacbd80","0x10","stl-vector","world.buildings.other[55]","building*",""
"world","3","0xacbd90","0x10","stl-vector","world.buildings.other[56]","building*",""
"world","3","0xacbda0","0x10","stl-vector","world.buildings.other[57]","building*",""
"world","3","0xacbdb0","0x10","stl-vector","world.buildings.other[58]","building*",""
"world","3","0xacbdc0","0x10","stl-vector","world.buildings.other[59]","building*",""
"world","3","0xacbdd0","0x10","stl-vector","world.buildings.other[60]","building*",""
"world","3","0xacbde0","0x10","stl-vector","world.buildings.other[61]","building*",""
"world","3","0xacbdf0","0x10","stl-vector","world.buildings.other[62]","building*",""
"world","2","0xacbe00","0x10","stl-vector","world.buildings.bad","building*",""
"world","2","0xacbe10","0x400","static-array","world","world::anon6",""
"world","3","0xacbe10","0x10","stl-vector","world[0]","padding*",""
"world","3","0xacbe20","0x10","stl-vector","world[1]","padding*",""
"world","3","0xacbe30","0x10","stl-vector","world[2]","padding*",""
"world","3","0xacbe40","0x10","stl-vector","world[3]","padding*",""
"world","3","0xacbe50","0x10","stl-vector","world[4]","padding*",""
"world","3","0xacbe60","0x10","stl-vector","world[5]","padding*",""
"world","3","0xacbe70","0x10","stl-vector","world[6]","padding*",""
"world","3","0xacbe80","0x10","stl-vector","world[7]","padding*",""
"world","3","0xacbe90","0x10","stl-vector","world[8]","padding*",""
"world","3","0xacbea0","0x10","stl-vector","world[9]","padding*",""
"world","3","0xacbeb0","0x10","stl-vector","world[10]","padding*",""
"world","3","0xacbec0","0x10","stl-vector","world[11]","padding*",""
"world","3","0xacbed0","0x10","stl-vector","world[12]","padding*",""
"world","3","0xacbee0","0x10","stl-vector","world[13]","padding*",""
"world","3","0xacbef0","0x10","stl-vector","world[14]","padding*",""
"world","3","0xacbf00","0x10","stl-vector","world[15]","padding*",""
"world","3","0xacbf10","0x10","stl-vector","world[16]","padding*",""
"world","3","0xacbf20","0x10","stl-vector","world[17]","padding*",""
"world","3","0xacbf30","0x10","stl-vector","world[18]","padding*",""
"world","3","0xacbf40","0x10","stl-vector","world[19]","padding*",""
"world","3","0xacbf50","0x10","stl-vector","world[20]","padding*",""
"world","3","0xacbf60","0x10","stl-vector","world[21]","padding*",""
"world","3","0xacbf70","0x10","stl-vector","world[22]","padding*",""
"world","3","0xacbf80","0x10","stl-vector","world[23]","padding*",""
"world","3","0xacbf90","0x10","stl-vector","world[24]","padding*",""
"world","3","0xacbfa0","0x10","stl-vector","world[25]","padding*",""
"world","3","0xacbfb0","0x10","stl-vector","world[26]","padding*",""
"world","3","0xacbfc0","0x10","stl-vector","world[27]","padding*",""
"world","3","0xacbfd0","0x10","stl-vector","world[28]","padding*",""
"world","3","0xacbfe0","0x10","stl-vector","world[29]","padding*",""
"world","3","0xacbff0","0x10","stl-vector","world[30]","padding*",""
"world","3","0xacc000","0x10","stl-vector","world[31]","padding*",""
"world","3","0xacc010","0x10","stl-vector","world[32]","padding*",""
"world","3","0xacc020","0x10","stl-vector","world[33]","padding*",""
"world","3","0xacc030","0x10","stl-vector","world[34]","padding*",""
"world","3","0xacc040","0x10","stl-vector","world[35]","padding*",""
"world","3","0xacc050","0x10","stl-vector","world[36]","padding*",""
"world","3","0xacc060","0x10","stl-vector","world[37]","padding*",""
"world","3","0xacc070","0x10","stl-vector","world[38]","padding*",""
"world","3","0xacc080","0x10","stl-vector","world[39]","padding*",""
"world","3","0xacc090","0x10","stl-vector","world[40]","padding*",""
"world","3","0xacc0a0","0x10","stl-vector","world[41]","padding*",""
"world","3","0xacc0b0","0x10","stl-vector","world[42]","padding*",""
"world","3","0xacc0c0","0x10","stl-vector","world[43]","padding*",""
"world","3","0xacc0d0","0x10","stl-vector","world[44]","padding*",""
"world","3","0xacc0e0","0x10","stl-vector","world[45]","padding*",""
"world","3","0xacc0f0","0x10","stl-vector","world[46]","padding*",""
"world","3","0xacc100","0x10","stl-vector","world[47]","padding*",""
"world","3","0xacc110","0x10","stl-vector","world[48]","padding*",""
"world","3","0xacc120","0x10","stl-vector","world[49]","padding*",""
"world","3","0xacc130","0x10","stl-vector","world[50]","padding*",""
"world","3","0xacc140","0x10","stl-vector","world[51]","padding*",""
"world","3","0xacc150","0x10","stl-vector","world[52]","padding*",""
"world","3","0xacc160","0x10","stl-vector","world[53]","padding*",""
"world","3","0xacc170","0x10","stl-vector","world[54]","padding*",""
"world","3","0xacc180","0x10","stl-vector","world[55]","padding*",""
"world","3","0xacc190","0x10","stl-vector","world[56]","padding*",""
"world","3","0xacc1a0","0x10","stl-vector","world[57]","padding*",""
"world","3","0xacc1b0","0x10","stl-vector","world[58]","padding*",""
"world","3","0xacc1c0","0x10","stl-vector","world[59]","padding*",""
"world","3","0xacc1d0","0x10","stl-vector","world[60]","padding*",""
"world","3","0xacc1e0","0x10","stl-vector","world[61]","padding*",""
"world","3","0xacc1f0","0x10","stl-vector","world[62]","padding*",""
"world","3","0xacc200","0x10","stl-vector","world[63]","padding*",""
"world","2","0xacc210","0x400","static-array","world","world::anon7",""
"world","3","0xacc210","0x10","stl-vector","world[0]","padding*",""
"world","3","0xacc220","0x10","stl-vector","world[1]","padding*",""
"world","3","0xacc230","0x10","stl-vector","world[2]","padding*",""
"world","3","0xacc240","0x10","stl-vector","world[3]","padding*",""
"world","3","0xacc250","0x10","stl-vector","world[4]","padding*",""
"world","3","0xacc260","0x10","stl-vector","world[5]","padding*",""
"world","3","0xacc270","0x10","stl-vector","world[6]","padding*",""
"world","3","0xacc280","0x10","stl-vector","world[7]","padding*",""
"world","3","0xacc290","0x10","stl-vector","world[8]","padding*",""
"world","3","0xacc2a0","0x10","stl-vector","world[9]","padding*",""
"world","3","0xacc2b0","0x10","stl-vector","world[10]","padding*",""
"world","3","0xacc2c0","0x10","stl-vector","world[11]","padding*",""
"world","3","0xacc2d0","0x10","stl-vector","world[12]","padding*",""
"world","3","0xacc2e0","0x10","stl-vector","world[13]","padding*",""
"world","3","0xacc2f0","0x10","stl-vector","world[14]","padding*",""
"world","3","0xacc300","0x10","stl-vector","world[15]","padding*",""
"world","3","0xacc310","0x10","stl-vector","world[16]","padding*",""
"world","3","0xacc320","0x10","stl-vector","world[17]","padding*",""
"world","3","0xacc330","0x10","stl-vector","world[18]","padding*",""
"world","3","0xacc340","0x10","stl-vector","world[19]","padding*",""
"world","3","0xacc350","0x10","stl-vector","world[20]","padding*",""
"world","3","0xacc360","0x10","stl-vector","world[21]","padding*",""
"world","3","0xacc370","0x10","stl-vector","world[22]","padding*",""
"world","3","0xacc380","0x10","stl-vector","world[23]","padding*",""
"world","3","0xacc390","0x10","stl-vector","world[24]","padding*",""
"world","3","0xacc3a0","0x10","stl-vector","world[25]","padding*",""
"world","3","0xacc3b0","0x10","stl-vector","world[26]","padding*",""
"world","3","0xacc3c0","0x10","stl-vector","world[27]","padding*",""
"world","3","0xacc3d0","0x10","stl-vector","world[28]","padding*",""
"world","3","0xacc3e0","0x10","stl-vector","world[29]","padding*",""
"world","3","0xacc3f0","0x10","stl-vector","world[30]","padding*",""
"world","3","0xacc400","0x10","stl-vector","world[31]","padding*",""
"world","3","0xacc410","0x10","stl-vector","world[32]","padding*",""
"world","3","0xacc420","0x10","stl-vector","world[33]","padding*",""
"world","3","0xacc430","0x10","stl-vector","world[34]","padding*",""
"world","3","0xacc440","0x10","stl-vector","world[35]","padding*",""
"world","3","0xacc450","0x10","stl-vector","world[36]","padding*",""
"world","3","0xacc460","0x10","stl-vector","world[37]","padding*",""
"world","3","0xacc470","0x10","stl-vector","world[38]","padding*",""
"world","3","0xacc480","0x10","stl-vector","world[39]","padding*",""
"world","3","0xacc490","0x10","stl-vector","world[40]","padding*",""
"world","3","0xacc4a0","0x10","stl-vector","world[41]","padding*",""
"world","3","0xacc4b0","0x10","stl-vector","world[42]","padding*",""
"world","3","0xacc4c0","0x10","stl-vector","world[43]","padding*",""
"world","3","0xacc4d0","0x10","stl-vector","world[44]","padding*",""
"world","3","0xacc4e0","0x10","stl-vector","world[45]","padding*",""
"world","3","0xacc4f0","0x10","stl-vector","world[46]","padding*",""
"world","3","0xacc500","0x10","stl-vector","world[47]","padding*",""
"world","3","0xacc510","0x10","stl-vector","world[48]","padding*",""
"world","3","0xacc520","0x10","stl-vector","world[49]","padding*",""
"world","3","0xacc530","0x10","stl-vector","world[50]","padding*",""
"world","3","0xacc540","0x10","stl-vector","world[51]","padding*",""
"world","3","0xacc550","0x10","stl-vector","world[52]","padding*",""
"world","3","0xacc560","0x10","stl-vector","world[53]","padding*",""
"world","3","0xacc570","0x10","stl-vector","world[54]","padding*",""
"world","3","0xacc580","0x10","stl-vector","world[55]","padding*",""
"world","3","0xacc590","0x10","stl-vector","world[56]","padding*",""
"world","3","0xacc5a0","0x10","stl-vector","world[57]","padding*",""
"world","3","0xacc5b0","0x10","stl-vector","world[58]","padding*",""
"world","3","0xacc5c0","0x10","stl-vector","world[59]","padding*",""
"world","3","0xacc5d0","0x10","stl-vector","world[60]","padding*",""
"world","3","0xacc5e0","0x10","stl-vector","world[61]","padding*",""
"world","3","0xacc5f0","0x10","stl-vector","world[62]","padding*",""
"world","3","0xacc600","0x10","stl-vector","world[63]","padding*",""
"world","2","0xacc610","0x400","static-array","world","world::anon8",""
"world","3","0xacc610","0x10","stl-vector","world[0]","padding*",""
"world","3","0xacc620","0x10","stl-vector","world[1]","padding*",""
"world","3","0xacc630","0x10","stl-vector","world[2]","padding*",""
"world","3","0xacc640","0x10","stl-vector","world[3]","padding*",""
"world","3","0xacc650","0x10","stl-vector","world[4]","padding*",""
"world","3","0xacc660","0x10","stl-vector","world[5]","padding*",""
"world","3","0xacc670","0x10","stl-vector","world[6]","padding*",""
"world","3","0xacc680","0x10","stl-vector","world[7]","padding*",""
"world","3","0xacc690","0x10","stl-vector","world[8]","padding*",""
"world","3","0xacc6a0","0x10","stl-vector","world[9]","padding*",""
"world","3","0xacc6b0","0x10","stl-vector","world[10]","padding*",""
"world","3","0xacc6c0","0x10","stl-vector","world[11]","padding*",""
"world","3","0xacc6d0","0x10","stl-vector","world[12]","padding*",""
"world","3","0xacc6e0","0x10","stl-vector","world[13]","padding*",""
"world","3","0xacc6f0","0x10","stl-vector","world[14]","padding*",""
"world","3","0xacc700","0x10","stl-vector","world[15]","padding*",""
"world","3","0xacc710","0x10","stl-vector","world[16]","padding*",""
"world","3","0xacc720","0x10","stl-vector","world[17]","padding*",""
"world","3","0xacc730","0x10","stl-vector","world[18]","padding*",""
"world","3","0xacc740","0x10","stl-vector","world[19]","padding*",""
"world","3","0xacc750","0x10","stl-vector","world[20]","padding*",""
"world","3","0xacc760","0x10","stl-vector","world[21]","padding*",""
"world","3","0xacc770","0x10","stl-vector","world[22]","padding*",""
"world","3","0xacc780","0x10","stl-vector","world[23]","padding*",""
"world","3","0xacc790","0x10","stl-vector","world[24]","padding*",""
"world","3","0xacc7a0","0x10","stl-vector","world[25]","padding*",""
"world","3","0xacc7b0","0x10","stl-vector","world[26]","padding*",""
"world","3","0xacc7c0","0x10","stl-vector","world[27]","padding*",""
"world","3","0xacc7d0","0x10","stl-vector","world[28]","padding*",""
"world","3","0xacc7e0","0x10","stl-vector","world[29]","padding*",""
"world","3","0xacc7f0","0x10","stl-vector","world[30]","padding*",""
"world","3","0xacc800","0x10","stl-vector","world[31]","padding*",""
"world","3","0xacc810","0x10","stl-vector","world[32]","padding*",""
"world","3","0xacc820","0x10","stl-vector","world[33]","padding*",""
"world","3","0xacc830","0x10","stl-vector","world[34]","padding*",""
"world","3","0xacc840","0x10","stl-vector","world[35]","padding*",""
"world","3","0xacc850","0x10","stl-vector","world[36]","padding*",""
"world","3","0xacc860","0x10","stl-vector","world[37]","padding*",""
"world","3","0xacc870","0x10","stl-vector","world[38]","padding*",""
"world","3","0xacc880","0x10","stl-vector","world[39]","padding*",""
"world","3","0xacc890","0x10","stl-vector","world[40]","padding*",""
"world","3","0xacc8a0","0x10","stl-vector","world[41]","padding*",""
"world","3","0xacc8b0","0x10","stl-vector","world[42]","padding*",""
"world","3","0xacc8c0","0x10","stl-vector","world[43]","padding*",""
"world","3","0xacc8d0","0x10","stl-vector","world[44]","padding*",""
"world","3","0xacc8e0","0x10","stl-vector","world[45]","padding*",""
"world","3","0xacc8f0","0x10","stl-vector","world[46]","padding*",""
"world","3","0xacc900","0x10","stl-vector","world[47]","padding*",""
"world","3","0xacc910","0x10","stl-vector","world[48]","padding*",""
"world","3","0xacc920","0x10","stl-vector","world[49]","padding*",""
"world","3","0xacc930","0x10","stl-vector","world[50]","padding*",""
"world","3","0xacc940","0x10","stl-vector","world[51]","padding*",""
"world","3","0xacc950","0x10","stl-vector","world[52]","padding*",""
"world","3","0xacc960","0x10","stl-vector","world[53]","padding*",""
"world","3","0xacc970","0x10","stl-vector","world[54]","padding*",""
"world","3","0xacc980","0x10","stl-vector","world[55]","padding*",""
"world","3","0xacc990","0x10","stl-vector","world[56]","padding*",""
"world","3","0xacc9a0","0x10","stl-vector","world[57]","padding*",""
"world","3","0xacc9b0","0x10","stl-vector","world[58]","padding*",""
"world","3","0xacc9c0","0x10","stl-vector","world[59]","padding*",""
"world","3","0xacc9d0","0x10","stl-vector","world[60]","padding*",""
"world","3","0xacc9e0","0x10","stl-vector","world[61]","padding*",""
"world","3","0xacc9f0","0x10","stl-vector","world[62]","padding*",""
"world","3","0xacca00","0x10","stl-vector","world[63]","padding*",""
"world","2","0xacca10","0x400","static-array","world","world::anon9",""
"world","3","0xacca10","0x10","stl-vector","world[0]","padding*",""
"world","3","0xacca20","0x10","stl-vector","world[1]","padding*",""
"world","3","0xacca30","0x10","stl-vector","world[2]","padding*",""
"world","3","0xacca40","0x10","stl-vector","world[3]","padding*",""
"world","3","0xacca50","0x10","stl-vector","world[4]","padding*",""
"world","3","0xacca60","0x10","stl-vector","world[5]","padding*",""
"world","3","0xacca70","0x10","stl-vector","world[6]","padding*",""
"world","3","0xacca80","0x10","stl-vector","world[7]","padding*",""
"world","3","0xacca90","0x10","stl-vector","world[8]","padding*",""
"world","3","0xaccaa0","0x10","stl-vector","world[9]","padding*",""
"world","3","0xaccab0","0x10","stl-vector","world[10]","padding*",""
"world","3","0xaccac0","0x10","stl-vector","world[11]","padding*",""
"world","3","0xaccad0","0x10","stl-vector","world[12]","padding*",""
"world","3","0xaccae0","0x10","stl-vector","world[13]","padding*",""
"world","3","0xaccaf0","0x10","stl-vector","world[14]","padding*",""
"world","3","0xaccb00","0x10","stl-vector","world[15]","padding*",""
"world","3","0xaccb10","0x10","stl-vector","world[16]","padding*",""
"world","3","0xaccb20","0x10","stl-vector","world[17]","padding*",""
"world","3","0xaccb30","0x10","stl-vector","world[18]","padding*",""
"world","3","0xaccb40","0x10","stl-vector","world[19]","padding*",""
"world","3","0xaccb50","0x10","stl-vector","world[20]","padding*",""
"world","3","0xaccb60","0x10","stl-vector","world[21]","padding*",""
