"Global","Level","Address","Size","Field Type","Field Name","Elt Type","Comment"
"ui","4","0xa857e4","0x2","int16_t","ui.unk2a8c[0][181].unk1","",""
"ui","4","0xa857e6","0x2","int16_t","ui.unk2a8c[0][181].unk2","",""
"ui","4","0xa857e8","0x2","int16_t","ui.unk2a8c[0][182].unk1","",""
"ui","4","0xa857ea","0x2","int16_t","ui.unk2a8c[0][182].unk2","",""
"ui","4","0xa857ec","0x2","int16_t","ui.unk2a8c[0][183].unk1","",""
"ui","4","0xa857ee","0x2","int16_t","ui.unk2a8c[0][183].unk2","",""
"ui","4","0xa857f0","0x2","int16_t","ui.unk2a8c[0][184].unk1","",""
"ui","4","0xa857f2","0x2","int16_t","ui.unk2a8c[0][184].unk2","",""
"ui","4","0xa857f4","0x2","int16_t","ui.unk2a8c[0][185].unk1","",""
"ui","4","0xa857f6","0x2","int16_t","ui.unk2a8c[0][185].unk2","",""
"ui","4","0xa857f8","0x2","int16_t","ui.unk2a8c[0][186].unk1","",""
"ui","4","0xa857fa","0x2","int16_t","ui.unk2a8c[0][186].unk2","",""
"ui","4","0xa857fc","0x2","int16_t","ui.unk2a8c[0][187].unk1","",""
"ui","4","0xa857fe","0x2","int16_t","ui.unk2a8c[0][187].unk2","",""
"ui","4","0xa85800","0x2","int16_t","ui.unk2a8c[0][188].unk1","",""
"ui","4","0xa85802","0x2","int16_t","ui.unk2a8c[0][188].unk2","",""
"ui","4","0xa85804","0x2","int16_t","ui.unk2a8c[0][189].unk1","",""
"ui","4","0xa85806","0x2","int16_t","ui.unk2a8c[0][189].unk2","",""
"ui","4","0xa85808","0x2","int16_t","ui.unk2a8c[0][190].unk1","",""
"ui","4","0xa8580a","0x2","int16_t","ui.unk2a8c[0][190].unk2","",""
"ui","4","0xa8580c","0x2","int16_t","ui.unk2a8c[0][191].unk1","",""
"ui","4","0xa8580e","0x2","int16_t","ui.unk2a8c[0][191].unk2","",""
"ui","4","0xa85810","0x2","int16_t","ui.unk2a8c[0][192].unk1","",""
"ui","4","0xa85812","0x2","int16_t","ui.unk2a8c[0][192].unk2","",""
"ui","4","0xa85814","0x2","int16_t","ui.unk2a8c[0][193].unk1","",""
"ui","4","0xa85816","0x2","int16_t","ui.unk2a8c[0][193].unk2","",""
"ui","4","0xa85818","0x2","int16_t","ui.unk2a8c[0][194].unk1","",""
"ui","4","0xa8581a","0x2","int16_t","ui.unk2a8c[0][194].unk2","",""
"ui","4","0xa8581c","0x2","int16_t","ui.unk2a8c[0][195].unk1","",""
"ui","4","0xa8581e","0x2","int16_t","ui.unk2a8c[0][195].unk2","",""
"ui","4","0xa85820","0x2","int16_t","ui.unk2a8c[0][196].unk1","",""
"ui","4","0xa85822","0x2","int16_t","ui.unk2a8c[0][196].unk2","",""
"ui","4","0xa85824","0x2","int16_t","ui.unk2a8c[0][197].unk1","",""
"ui","4","0xa85826","0x2","int16_t","ui.unk2a8c[0][197].unk2","",""
"ui","4","0xa85828","0x2","int16_t","ui.unk2a8c[0][198].unk1","",""
"ui","4","0xa8582a","0x2","int16_t","ui.unk2a8c[0][198].unk2","",""
"ui","4","0xa8582c","0x2","int16_t","ui.unk2a8c[0][199].unk1","",""
"ui","4","0xa8582e","0x2","int16_t","ui.unk2a8c[0][199].unk2","",""
"ui","4","0xa85830","0x2","int16_t","ui.unk2a8c[0][200].unk1","",""
"ui","4","0xa85832","0x2","int16_t","ui.unk2a8c[0][200].unk2","",""
"ui","4","0xa85834","0x2","int16_t","ui.unk2a8c[0][201].unk1","",""
"ui","4","0xa85836","0x2","int16_t","ui.unk2a8c[0][201].unk2","",""
"ui","4","0xa85838","0x2","int16_t","ui.unk2a8c[0][202].unk1","",""
"ui","4","0xa8583a","0x2","int16_t","ui.unk2a8c[0][202].unk2","",""
"ui","4","0xa8583c","0x2","int16_t","ui.unk2a8c[0][203].unk1","",""
"ui","4","0xa8583e","0x2","int16_t","ui.unk2a8c[0][203].unk2","",""
"ui","4","0xa85840","0x2","int16_t","ui.unk2a8c[0][204].unk1","",""
"ui","4","0xa85842","0x2","int16_t","ui.unk2a8c[0][204].unk2","",""
"ui","4","0xa85844","0x2","int16_t","ui.unk2a8c[0][205].unk1","",""
"ui","4","0xa85846","0x2","int16_t","ui.unk2a8c[0][205].unk2","",""
"ui","4","0xa85848","0x2","int16_t","ui.unk2a8c[0][206].unk1","",""
"ui","4","0xa8584a","0x2","int16_t","ui.unk2a8c[0][206].unk2","",""
"ui","4","0xa8584c","0x2","int16_t","ui.unk2a8c[0][207].unk1","",""
"ui","4","0xa8584e","0x2","int16_t","ui.unk2a8c[0][207].unk2","",""
"ui","4","0xa85850","0x2","int16_t","ui.unk2a8c[0][208].unk1","",""
"ui","4","0xa85852","0x2","int16_t","ui.unk2a8c[0][208].unk2","",""
"ui","4","0xa85854","0x2","int16_t","ui.unk2a8c[0][209].unk1","",""
"ui","4","0xa85856","0x2","int16_t","ui.unk2a8c[0][209].unk2","",""
"ui","4","0xa85858","0x2","int16_t","ui.unk2a8c[0][210].unk1","",""
"ui","4","0xa8585a","0x2","int16_t","ui.unk2a8c[0][210].unk2","",""
"ui","4","0xa8585c","0x2","int16_t","ui.unk2a8c[0][211].unk1","",""
"ui","4","0xa8585e","0x2","int16_t","ui.unk2a8c[0][211].unk2","",""
"ui","4","0xa85860","0x2","int16_t","ui.unk2a8c[0][212].unk1","",""
"ui","4","0xa85862","0x2","int16_t","ui.unk2a8c[0][212].unk2","",""
"ui","4","0xa85864","0x2","int16_t","ui.unk2a8c[0][213].unk1","",""
"ui","4","0xa85866","0x2","int16_t","ui.unk2a8c[0][213].unk2","",""
"ui","4","0xa85868","0x2","int16_t","ui.unk2a8c[0][214].unk1","",""
"ui","4","0xa8586a","0x2","int16_t","ui.unk2a8c[0][214].unk2","",""
"ui","4","0xa8586c","0x2","int16_t","ui.unk2a8c[0][215].unk1","",""
"ui","4","0xa8586e","0x2","int16_t","ui.unk2a8c[0][215].unk2","",""
"ui","4","0xa85870","0x2","int16_t","ui.unk2a8c[0][216].unk1","",""
"ui","4","0xa85872","0x2","int16_t","ui.unk2a8c[0][216].unk2","",""
"ui","4","0xa85874","0x2","int16_t","ui.unk2a8c[0][217].unk1","",""
"ui","4","0xa85876","0x2","int16_t","ui.unk2a8c[0][217].unk2","",""
"ui","4","0xa85878","0x2","int16_t","ui.unk2a8c[0][218].unk1","",""
"ui","4","0xa8587a","0x2","int16_t","ui.unk2a8c[0][218].unk2","",""
"ui","4","0xa8587c","0x2","int16_t","ui.unk2a8c[0][219].unk1","",""
"ui","4","0xa8587e","0x2","int16_t","ui.unk2a8c[0][219].unk2","",""
"ui","4","0xa85880","0x2","int16_t","ui.unk2a8c[0][220].unk1","",""
"ui","4","0xa85882","0x2","int16_t","ui.unk2a8c[0][220].unk2","",""
"ui","4","0xa85884","0x2","int16_t","ui.unk2a8c[0][221].unk1","",""
"ui","4","0xa85886","0x2","int16_t","ui.unk2a8c[0][221].unk2","",""
"ui","4","0xa85888","0x2","int16_t","ui.unk2a8c[0][222].unk1","",""
"ui","4","0xa8588a","0x2","int16_t","ui.unk2a8c[0][222].unk2","",""
"ui","4","0xa8588c","0x2","int16_t","ui.unk2a8c[0][223].unk1","",""
"ui","4","0xa8588e","0x2","int16_t","ui.unk2a8c[0][223].unk2","",""
"ui","4","0xa85890","0x2","int16_t","ui.unk2a8c[0][224].unk1","",""
"ui","4","0xa85892","0x2","int16_t","ui.unk2a8c[0][224].unk2","",""
"ui","4","0xa85894","0x2","int16_t","ui.unk2a8c[0][225].unk1","",""
"ui","4","0xa85896","0x2","int16_t","ui.unk2a8c[0][225].unk2","",""
"ui","4","0xa85898","0x2","int16_t","ui.unk2a8c[0][226].unk1","",""
"ui","4","0xa8589a","0x2","int16_t","ui.unk2a8c[0][226].unk2","",""
"ui","4","0xa8589c","0x2","int16_t","ui.unk2a8c[0][227].unk1","",""
"ui","4","0xa8589e","0x2","int16_t","ui.unk2a8c[0][227].unk2","",""
"ui","4","0xa858a0","0x2","int16_t","ui.unk2a8c[0][228].unk1","",""
"ui","4","0xa858a2","0x2","int16_t","ui.unk2a8c[0][228].unk2","",""
"ui","4","0xa858a4","0x2","int16_t","ui.unk2a8c[0][229].unk1","",""
"ui","4","0xa858a6","0x2","int16_t","ui.unk2a8c[0][229].unk2","",""
"ui","4","0xa858a8","0x2","int16_t","ui.unk2a8c[0][230].unk1","",""
"ui","4","0xa858aa","0x2","int16_t","ui.unk2a8c[0][230].unk2","",""
"ui","4","0xa858ac","0x2","int16_t","ui.unk2a8c[0][231].unk1","",""
"ui","4","0xa858ae","0x2","int16_t","ui.unk2a8c[0][231].unk2","",""
"ui","4","0xa858b0","0x2","int16_t","ui.unk2a8c[0][232].unk1","",""
"ui","4","0xa858b2","0x2","int16_t","ui.unk2a8c[0][232].unk2","",""
"ui","4","0xa858b4","0x2","int16_t","ui.unk2a8c[0][233].unk1","",""
"ui","4","0xa858b6","0x2","int16_t","ui.unk2a8c[0][233].unk2","",""
"ui","4","0xa858b8","0x2","int16_t","ui.unk2a8c[0][234].unk1","",""
"ui","4","0xa858ba","0x2","int16_t","ui.unk2a8c[0][234].unk2","",""
"ui","4","0xa858bc","0x2","int16_t","ui.unk2a8c[0][235].unk1","",""
"ui","4","0xa858be","0x2","int16_t","ui.unk2a8c[0][235].unk2","",""
"ui","4","0xa858c0","0x2","int16_t","ui.unk2a8c[0][236].unk1","",""
"ui","4","0xa858c2","0x2","int16_t","ui.unk2a8c[0][236].unk2","",""
"ui","4","0xa858c4","0x2","int16_t","ui.unk2a8c[0][237].unk1","",""
"ui","4","0xa858c6","0x2","int16_t","ui.unk2a8c[0][237].unk2","",""
"ui","4","0xa858c8","0x2","int16_t","ui.unk2a8c[0][238].unk1","",""
"ui","4","0xa858ca","0x2","int16_t","ui.unk2a8c[0][238].unk2","",""
"ui","4","0xa858cc","0x2","int16_t","ui.unk2a8c[0][239].unk1","",""
"ui","4","0xa858ce","0x2","int16_t","ui.unk2a8c[0][239].unk2","",""
"ui","4","0xa858d0","0x2","int16_t","ui.unk2a8c[0][240].unk1","",""
"ui","4","0xa858d2","0x2","int16_t","ui.unk2a8c[0][240].unk2","",""
"ui","4","0xa858d4","0x2","int16_t","ui.unk2a8c[0][241].unk1","",""
"ui","4","0xa858d6","0x2","int16_t","ui.unk2a8c[0][241].unk2","",""
"ui","4","0xa858d8","0x2","int16_t","ui.unk2a8c[0][242].unk1","",""
"ui","4","0xa858da","0x2","int16_t","ui.unk2a8c[0][242].unk2","",""
"ui","4","0xa858dc","0x2","int16_t","ui.unk2a8c[0][243].unk1","",""
"ui","4","0xa858de","0x2","int16_t","ui.unk2a8c[0][243].unk2","",""
"ui","4","0xa858e0","0x2","int16_t","ui.unk2a8c[0][244].unk1","",""
"ui","4","0xa858e2","0x2","int16_t","ui.unk2a8c[0][244].unk2","",""
"ui","4","0xa858e4","0x2","int16_t","ui.unk2a8c[0][245].unk1","",""
"ui","4","0xa858e6","0x2","int16_t","ui.unk2a8c[0][245].unk2","",""
"ui","4","0xa858e8","0x2","int16_t","ui.unk2a8c[0][246].unk1","",""
"ui","4","0xa858ea","0x2","int16_t","ui.unk2a8c[0][246].unk2","",""
"ui","4","0xa858ec","0x2","int16_t","ui.unk2a8c[0][247].unk1","",""
"ui","4","0xa858ee","0x2","int16_t","ui.unk2a8c[0][247].unk2","",""
"ui","4","0xa858f0","0x2","int16_t","ui.unk2a8c[0][248].unk1","",""
"ui","4","0xa858f2","0x2","int16_t","ui.unk2a8c[0][248].unk2","",""
"ui","4","0xa858f4","0x2","int16_t","ui.unk2a8c[0][249].unk1","",""
"ui","4","0xa858f6","0x2","int16_t","ui.unk2a8c[0][249].unk2","",""
"ui","4","0xa858f8","0x2","int16_t","ui.unk2a8c[0][250].unk1","",""
"ui","4","0xa858fa","0x2","int16_t","ui.unk2a8c[0][250].unk2","",""
"ui","4","0xa858fc","0x2","int16_t","ui.unk2a8c[0][251].unk1","",""
"ui","4","0xa858fe","0x2","int16_t","ui.unk2a8c[0][251].unk2","",""
"ui","4","0xa85900","0x2","int16_t","ui.unk2a8c[0][252].unk1","",""
"ui","4","0xa85902","0x2","int16_t","ui.unk2a8c[0][252].unk2","",""
"ui","4","0xa85904","0x2","int16_t","ui.unk2a8c[0][253].unk1","",""
"ui","4","0xa85906","0x2","int16_t","ui.unk2a8c[0][253].unk2","",""
"ui","4","0xa85908","0x2","int16_t","ui.unk2a8c[0][254].unk1","",""
"ui","4","0xa8590a","0x2","int16_t","ui.unk2a8c[0][254].unk2","",""
"ui","4","0xa8590c","0x2","int16_t","ui.unk2a8c[0][255].unk1","",""
"ui","4","0xa8590e","0x2","int16_t","ui.unk2a8c[0][255].unk2","",""
"ui","2","0xa86110","0xc00","static-array","ui.unk2a8c[1]","ui::anon10",""
"ui","4","0xa86110","0x2","int16_t","ui.unk2a8c[1][0].unk1","",""
"ui","4","0xa86112","0x2","int16_t","ui.unk2a8c[1][0].unk2","",""
"ui","4","0xa86114","0x2","int16_t","ui.unk2a8c[1][1].unk1","",""
"ui","4","0xa86116","0x2","int16_t","ui.unk2a8c[1][1].unk2","",""
"ui","4","0xa86118","0x2","int16_t","ui.unk2a8c[1][2].unk1","",""
"ui","4","0xa8611a","0x2","int16_t","ui.unk2a8c[1][2].unk2","",""
"ui","4","0xa8611c","0x2","int16_t","ui.unk2a8c[1][3].unk1","",""
"ui","4","0xa8611e","0x2","int16_t","ui.unk2a8c[1][3].unk2","",""
"ui","4","0xa86120","0x2","int16_t","ui.unk2a8c[1][4].unk1","",""
"ui","4","0xa86122","0x2","int16_t","ui.unk2a8c[1][4].unk2","",""
"ui","4","0xa86124","0x2","int16_t","ui.unk2a8c[1][5].unk1","",""
"ui","4","0xa86126","0x2","int16_t","ui.unk2a8c[1][5].unk2","",""
"ui","4","0xa86128","0x2","int16_t","ui.unk2a8c[1][6].unk1","",""
"ui","4","0xa8612a","0x2","int16_t","ui.unk2a8c[1][6].unk2","",""
"ui","4","0xa8612c","0x2","int16_t","ui.unk2a8c[1][7].unk1","",""
"ui","4","0xa8612e","0x2","int16_t","ui.unk2a8c[1][7].unk2","",""
"ui","4","0xa86130","0x2","int16_t","ui.unk2a8c[1][8].unk1","",""
"ui","4","0xa86132","0x2","int16_t","ui.unk2a8c[1][8].unk2","",""
"ui","4","0xa86134","0x2","int16_t","ui.unk2a8c[1][9].unk1","",""
"ui","4","0xa86136","0x2","int16_t","ui.unk2a8c[1][9].unk2","",""
"ui","4","0xa86138","0x2","int16_t","ui.unk2a8c[1][10].unk1","",""
"ui","4","0xa8613a","0x2","int16_t","ui.unk2a8c[1][10].unk2","",""
"ui","4","0xa8613c","0x2","int16_t","ui.unk2a8c[1][11].unk1","",""
"ui","4","0xa8613e","0x2","int16_t","ui.unk2a8c[1][11].unk2","",""
"ui","4","0xa86140","0x2","int16_t","ui.unk2a8c[1][12].unk1","",""
"ui","4","0xa86142","0x2","int16_t","ui.unk2a8c[1][12].unk2","",""
"ui","4","0xa86144","0x2","int16_t","ui.unk2a8c[1][13].unk1","",""
"ui","4","0xa86146","0x2","int16_t","ui.unk2a8c[1][13].unk2","",""
"ui","4","0xa86148","0x2","int16_t","ui.unk2a8c[1][14].unk1","",""
"ui","4","0xa8614a","0x2","int16_t","ui.unk2a8c[1][14].unk2","",""
"ui","4","0xa8614c","0x2","int16_t","ui.unk2a8c[1][15].unk1","",""
"ui","4","0xa8614e","0x2","int16_t","ui.unk2a8c[1][15].unk2","",""
"ui","4","0xa86150","0x2","int16_t","ui.unk2a8c[1][16].unk1","",""
"ui","4","0xa86152","0x2","int16_t","ui.unk2a8c[1][16].unk2","",""
"ui","4","0xa86154","0x2","int16_t","ui.unk2a8c[1][17].unk1","",""
"ui","4","0xa86156","0x2","int16_t","ui.unk2a8c[1][17].unk2","",""
"ui","4","0xa86158","0x2","int16_t","ui.unk2a8c[1][18].unk1","",""
"ui","4","0xa8615a","0x2","int16_t","ui.unk2a8c[1][18].unk2","",""
"ui","4","0xa8615c","0x2","int16_t","ui.unk2a8c[1][19].unk1","",""
"ui","4","0xa8615e","0x2","int16_t","ui.unk2a8c[1][19].unk2","",""
"ui","4","0xa86160","0x2","int16_t","ui.unk2a8c[1][20].unk1","",""
"ui","4","0xa86162","0x2","int16_t","ui.unk2a8c[1][20].unk2","",""
"ui","4","0xa86164","0x2","int16_t","ui.unk2a8c[1][21].unk1","",""
"ui","4","0xa86166","0x2","int16_t","ui.unk2a8c[1][21].unk2","",""
"ui","4","0xa86168","0x2","int16_t","ui.unk2a8c[1][22].unk1","",""
"ui","4","0xa8616a","0x2","int16_t","ui.unk2a8c[1][22].unk2","",""
"ui","4","0xa8616c","0x2","int16_t","ui.unk2a8c[1][23].unk1","",""
"ui","4","0xa8616e","0x2","int16_t","ui.unk2a8c[1][23].unk2","",""
"ui","4","0xa86170","0x2","int16_t","ui.unk2a8c[1][24].unk1","",""
"ui","4","0xa86172","0x2","int16_t","ui.unk2a8c[1][24].unk2","",""
"ui","4","0xa86174","0x2","int16_t","ui.unk2a8c[1][25].unk1","",""
"ui","4","0xa86176","0x2","int16_t","ui.unk2a8c[1][25].unk2","",""
"ui","4","0xa86178","0x2","int16_t","ui.unk2a8c[1][26].unk1","",""
"ui","4","0xa8617a","0x2","int16_t","ui.unk2a8c[1][26].unk2","",""
"ui","4","0xa8617c","0x2","int16_t","ui.unk2a8c[1][27].unk1","",""
"ui","4","0xa8617e","0x2","int16_t","ui.unk2a8c[1][27].unk2","",""
"ui","4","0xa86180","0x2","int16_t","ui.unk2a8c[1][28].unk1","",""
"ui","4","0xa86182","0x2","int16_t","ui.unk2a8c[1][28].unk2","",""
"ui","4","0xa86184","0x2","int16_t","ui.unk2a8c[1][29].unk1","",""
"ui","4","0xa86186","0x2","int16_t","ui.unk2a8c[1][29].unk2","",""
"ui","4","0xa86188","0x2","int16_t","ui.unk2a8c[1][30].unk1","",""
"ui","4","0xa8618a","0x2","int16_t","ui.unk2a8c[1][30].unk2","",""
"ui","4","0xa8618c","0x2","int16_t","ui.unk2a8c[1][31].unk1","",""
"ui","4","0xa8618e","0x2","int16_t","ui.unk2a8c[1][31].unk2","",""
"ui","4","0xa86190","0x2","int16_t","ui.unk2a8c[1][32].unk1","",""
"ui","4","0xa86192","0x2","int16_t","ui.unk2a8c[1][32].unk2","",""
"ui","4","0xa86194","0x2","int16_t","ui.unk2a8c[1][33].unk1","",""
"ui","4","0xa86196","0x2","int16_t","ui.unk2a8c[1][33].unk2","",""
"ui","4","0xa86198","0x2","int16_t","ui.unk2a8c[1][34].unk1","",""
"ui","4","0xa8619a","0x2","int16_t","ui.unk2a8c[1][34].unk2","",""
"ui","4","0xa8619c","0x2","int16_t","ui.unk2a8c[1][35].unk1","",""
"ui","4","0xa8619e","0x2","int16_t","ui.unk2a8c[1][35].unk2","",""
"ui","4","0xa861a0","0x2","int16_t","ui.unk2a8c[1][36].unk1","",""
"ui","4","0xa861a2","0x2","int16_t","ui.unk2a8c[1][36].unk2","",""
"ui","4","0xa861a4","0x2","int16_t","ui.unk2a8c[1][37].unk1","",""
"ui","4","0xa861a6","0x2","int16_t","ui.unk2a8c[1][37].unk2","",""
"ui","4","0xa861a8","0x2","int16_t","ui.unk2a8c[1][38].unk1","",""
"ui","4","0xa861aa","0x2","int16_t","ui.unk2a8c[1][38].unk2","",""
"ui","4","0xa861ac","0x2","int16_t","ui.unk2a8c[1][39].unk1","",""
"ui","4","0xa861ae","0x2","int16_t","ui.unk2a8c[1][39].unk2","",""
"ui","4","0xa861b0","0x2","int16_t","ui.unk2a8c[1][40].unk1","",""
"ui","4","0xa861b2","0x2","int16_t","ui.unk2a8c[1][40].unk2","",""
"ui","4","0xa861b4","0x2","int16_t","ui.unk2a8c[1][41].unk1","",""
"ui","4","0xa861b6","0x2","int16_t","ui.unk2a8c[1][41].unk2","",""
"ui","4","0xa861b8","0x2","int16_t","ui.unk2a8c[1][42].unk1","",""
"ui","4","0xa861ba","0x2","int16_t","ui.unk2a8c[1][42].unk2","",""
"ui","4","0xa861bc","0x2","int16_t","ui.unk2a8c[1][43].unk1","",""
"ui","4","0xa861be","0x2","int16_t","ui.unk2a8c[1][43].unk2","",""
"ui","4","0xa861c0","0x2","int16_t","ui.unk2a8c[1][44].unk1","",""
"ui","4","0xa861c2","0x2","int16_t","ui.unk2a8c[1][44].unk2","",""
"ui","4","0xa861c4","0x2","int16_t","ui.unk2a8c[1][45].unk1","",""
"ui","4","0xa861c6","0x2","int16_t","ui.unk2a8c[1][45].unk2","",""
"ui","4","0xa861c8","0x2","int16_t","ui.unk2a8c[1][46].unk1","",""
"ui","4","0xa861ca","0x2","int16_t","ui.unk2a8c[1][46].unk2","",""
"ui","4","0xa861cc","0x2","int16_t","ui.unk2a8c[1][47].unk1","",""
"ui","4","0xa861ce","0x2","int16_t","ui.unk2a8c[1][47].unk2","",""
"ui","4","0xa861d0","0x2","int16_t","ui.unk2a8c[1][48].unk1","",""
"ui","4","0xa861d2","0x2","int16_t","ui.unk2a8c[1][48].unk2","",""
"ui","4","0xa861d4","0x2","int16_t","ui.unk2a8c[1][49].unk1","",""
"ui","4","0xa861d6","0x2","int16_t","ui.unk2a8c[1][49].unk2","",""
"ui","4","0xa861d8","0x2","int16_t","ui.unk2a8c[1][50].unk1","",""
"ui","4","0xa861da","0x2","int16_t","ui.unk2a8c[1][50].unk2","",""
"ui","4","0xa861dc","0x2","int16_t","ui.unk2a8c[1][51].unk1","",""
"ui","4","0xa861de","0x2","int16_t","ui.unk2a8c[1][51].unk2","",""
"ui","4","0xa861e0","0x2","int16_t","ui.unk2a8c[1][52].unk1","",""
"ui","4","0xa861e2","0x2","int16_t","ui.unk2a8c[1][52].unk2","",""
"ui","4","0xa861e4","0x2","int16_t","ui.unk2a8c[1][53].unk1","",""
"ui","4","0xa861e6","0x2","int16_t","ui.unk2a8c[1][53].unk2","",""
"ui","4","0xa861e8","0x2","int16_t","ui.unk2a8c[1][54].unk1","",""
"ui","4","0xa861ea","0x2","int16_t","ui.unk2a8c[1][54].unk2","",""
"ui","4","0xa861ec","0x2","int16_t","ui.unk2a8c[1][55].unk1","",""
"ui","4","0xa861ee","0x2","int16_t","ui.unk2a8c[1][55].unk2","",""
"ui","4","0xa861f0","0x2","int16_t","ui.unk2a8c[1][56].unk1","",""
"ui","4","0xa861f2","0x2","int16_t","ui.unk2a8c[1][56].unk2","",""
"ui","4","0xa861f4","0x2","int16_t","ui.unk2a8c[1][57].unk1","",""
"ui","4","0xa861f6","0x2","int16_t","ui.unk2a8c[1][57].unk2","",""
"ui","4","0xa861f8","0x2","int16_t","ui.unk2a8c[1][58].unk1","",""
"ui","4","0xa861fa","0x2","int16_t","ui.unk2a8c[1][58].unk2","",""
"ui","4","0xa861fc","0x2","int16_t","ui.unk2a8c[1][59].unk1","",""
"ui","4","0xa861fe","0x2","int16_t","ui.unk2a8c[1][59].unk2","",""
"ui","4","0xa86200","0x2","int16_t","ui.unk2a8c[1][60].unk1","",""
"ui","4","0xa86202","0x2","int16_t","ui.unk2a8c[1][60].unk2","",""
"ui","4","0xa86204","0x2","int16_t","ui.unk2a8c[1][61].unk1","",""
"ui","4","0xa86206","0x2","int16_t","ui.unk2a8c[1][61].unk2","",""
"ui","4","0xa86208","0x2","int16_t","ui.unk2a8c[1][62].unk1","",""
"ui","4","0xa8620a","0x2","int16_t","ui.unk2a8c[1][62].unk2","",""
"ui","4","0xa8620c","0x2","int16_t","ui.unk2a8c[1][63].unk1","",""
"ui","4","0xa8620e","0x2","int16_t","ui.unk2a8c[1][63].unk2","",""
"ui","4","0xa86210","0x2","int16_t","ui.unk2a8c[1][64].unk1","",""
"ui","4","0xa86212","0x2","int16_t","ui.unk2a8c[1][64].unk2","",""
"ui","4","0xa86214","0x2","int16_t","ui.unk2a8c[1][65].unk1","",""
"ui","4","0xa86216","0x2","int16_t","ui.unk2a8c[1][65].unk2","",""
"ui","4","0xa86218","0x2","int16_t","ui.unk2a8c[1][66].unk1","",""
"ui","4","0xa8621a","0x2","int16_t","ui.unk2a8c[1][66].unk2","",""
"ui","4","0xa8621c","0x2","int16_t","ui.unk2a8c[1][67].unk1","",""
"ui","4","0xa8621e","0x2","int16_t","ui.unk2a8c[1][67].unk2","",""
"ui","4","0xa86220","0x2","int16_t","ui.unk2a8c[1][68].unk1","",""
"ui","4","0xa86222","0x2","int16_t","ui.unk2a8c[1][68].unk2","",""
"ui","4","0xa86224","0x2","int16_t","ui.unk2a8c[1][69].unk1","",""
"ui","4","0xa86226","0x2","int16_t","ui.unk2a8c[1][69].unk2","",""
"ui","4","0xa86228","0x2","int16_t","ui.unk2a8c[1][70].unk1","",""
"ui","4","0xa8622a","0x2","int16_t","ui.unk2a8c[1][70].unk2","",""
"ui","4","0xa8622c","0x2","int16_t","ui.unk2a8c[1][71].unk1","",""
"ui","4","0xa8622e","0x2","int16_t","ui.unk2a8c[1][71].unk2","",""
"ui","4","0xa86230","0x2","int16_t","ui.unk2a8c[1][72].unk1","",""
"ui","4","0xa86232","0x2","int16_t","ui.unk2a8c[1][72].unk2","",""
"ui","4","0xa86234","0x2","int16_t","ui.unk2a8c[1][73].unk1","",""
"ui","4","0xa86236","0x2","int16_t","ui.unk2a8c[1][73].unk2","",""
"ui","4","0xa86238","0x2","int16_t","ui.unk2a8c[1][74].unk1","",""
"ui","4","0xa8623a","0x2","int16_t","ui.unk2a8c[1][74].unk2","",""
"ui","4","0xa8623c","0x2","int16_t","ui.unk2a8c[1][75].unk1","",""
"ui","4","0xa8623e","0x2","int16_t","ui.unk2a8c[1][75].unk2","",""
"ui","4","0xa86240","0x2","int16_t","ui.unk2a8c[1][76].unk1","",""
"ui","4","0xa86242","0x2","int16_t","ui.unk2a8c[1][76].unk2","",""
"ui","4","0xa86244","0x2","int16_t","ui.unk2a8c[1][77].unk1","",""
"ui","4","0xa86246","0x2","int16_t","ui.unk2a8c[1][77].unk2","",""
"ui","4","0xa86248","0x2","int16_t","ui.unk2a8c[1][78].unk1","",""
"ui","4","0xa8624a","0x2","int16_t","ui.unk2a8c[1][78].unk2","",""
"ui","4","0xa8624c","0x2","int16_t","ui.unk2a8c[1][79].unk1","",""
"ui","4","0xa8624e","0x2","int16_t","ui.unk2a8c[1][79].unk2","",""
"ui","4","0xa86250","0x2","int16_t","ui.unk2a8c[1][80].unk1","",""
"ui","4","0xa86252","0x2","int16_t","ui.unk2a8c[1][80].unk2","",""
"ui","4","0xa86254","0x2","int16_t","ui.unk2a8c[1][81].unk1","",""
"ui","4","0xa86256","0x2","int16_t","ui.unk2a8c[1][81].unk2","",""
"ui","4","0xa86258","0x2","int16_t","ui.unk2a8c[1][82].unk1","",""
"ui","4","0xa8625a","0x2","int16_t","ui.unk2a8c[1][82].unk2","",""
"ui","4","0xa8625c","0x2","int16_t","ui.unk2a8c[1][83].unk1","",""
"ui","4","0xa8625e","0x2","int16_t","ui.unk2a8c[1][83].unk2","",""
"ui","4","0xa86260","0x2","int16_t","ui.unk2a8c[1][84].unk1","",""
"ui","4","0xa86262","0x2","int16_t","ui.unk2a8c[1][84].unk2","",""
"ui","4","0xa86264","0x2","int16_t","ui.unk2a8c[1][85].unk1","",""
"ui","4","0xa86266","0x2","int16_t","ui.unk2a8c[1][85].unk2","",""
"ui","4","0xa86268","0x2","int16_t","ui.unk2a8c[1][86].unk1","",""
"ui","4","0xa8626a","0x2","int16_t","ui.unk2a8c[1][86].unk2","",""
"ui","4","0xa8626c","0x2","int16_t","ui.unk2a8c[1][87].unk1","",""
"ui","4","0xa8626e","0x2","int16_t","ui.unk2a8c[1][87].unk2","",""
"ui","4","0xa86270","0x2","int16_t","ui.unk2a8c[1][88].unk1","",""
